,articleName,realEstateTypeName,tradeTypeName,floorInfo,dealOrWarrantPrc,areaName,area2,buildingName,cpPcArticleUrl
19,광주태전e-편한세상,아파트,매매,중/15,"8억 5,000",176,132,101동,http://www.serve.co.kr/naver/rd.asp?UID=2230918262
0,힐스테이트태전(5지구C6블럭),아파트,매매,12/20,"4억 9,000",81A,59,1520동,http://land.mk.co.kr/rd/rd.php?UID=2232509309
1,힐스테이트태전(5지구C6블럭),아파트,매매,16/18,"5억 3,000",81A,59,1515동,http://land.mk.co.kr/rd/rd.php?UID=2232503501
2,힐스테이트태전(5지구C6블럭),아파트,전세,4/18,5억,114B,84,1517동,http://land.mk.co.kr/rd/rd.php?UID=2232275155
3,힐스테이트태전(5지구C6블럭),아파트,매매,고/18,"5억 7,000",98A,72,1515동,http://land.mk.co.kr/rd/rd.php?UID=2232505813
4,힐스테이트태전(5지구C6블럭),아파트,전세,고/18,"3억 5,000",88A,64,1519동,https://www.rfine.kr/rd/rd.php?UID=2232463284
5,힐스테이트태전(5지구C6블럭),아파트,전세,중/18,"3억 7,000",88A,64,1519동,http://land.mk.co.kr/rd/rd.php?UID=2232280725
6,힐스테이트태전(5지구C6블럭),아파트,매매,중/18,"6억 5,000",114B,84,1518동,https://www.rfine.kr/rd/rd.php?UID=2231833227
7,힐스테이트태전(5지구C6블럭),아파트,매매,고/18,"6억 4,000",88A,64,1519동,https://www.rfine.kr/rd/rd.php?UID=2231776819
8,힐스테이트태전(5지구C6블럭),아파트,매매,8/18,"5억 8,000",81B,59,1515동,http://www.neonet.co.kr/rd/rd.php?UID=2231015195
9,힐스테이트태전(5지구C6블럭),아파트,매매,고/18,"7억 8,000",114C,84,1518동,http://land.mk.co.kr/rd/rd.php?UID=2231445691
10,힐스테이트태전(5지구C6블럭),아파트,매매,7/18,"5억 5,000",98A,72,1519동,https://realestate.hankyung.com/naver-listing?UID=2230469371
11,힐스테이트태전(5지구C6블럭),아파트,전세,7/18,"4억 5,000",114C,84,1518동,https://realestate.hankyung.com/naver-listing?UID=2230157581
12,힐스테이트태전(5지구C6블럭),아파트,매매,16/20,"5억 6,000",81B,59,1516동,https://www.rfine.kr/rd/rd.php?UID=2229920338
13,힐스테이트태전(5지구C6블럭),아파트,전세,중/18,"3억 3,000",88A,64,1515동,http://www.serve.co.kr/naver/rd.asp?UID=2230702194
14,힐스테이트태전(5지구C6블럭),아파트,전세,중/18,4억,114B,84,1518동,https://www.rfine.kr/rd/rd.php?UID=2230680759
15,힐스테이트태전(5지구C6블럭),아파트,월세,저/18,"7,000",98A,72,1515동,http://www.neonet.co.kr/rd/rd.php?UID=2231878911
16,힐스테이트태전(5지구C6블럭),아파트,매매,저/18,5억,81A,59,1515동,https://www.rfine.kr/rd/rd.php?UID=2231698413
17,힐스테이트태전(5지구C6블럭),아파트,매매,고/18,6억,81B,59,1519동,http://www.serve.co.kr/naver/rd.asp?UID=2229609317
18,힐스테이트태전(5지구C6블럭),아파트,매매,고/20,"6억 3,000",81A,59,1516동,http://www.serve.co.kr/naver/rd.asp?UID=2229606616
19,힐스테이트태전(5지구C6블럭),아파트,매매,저/18,7억,98A,72,1515동,http://www.neonet.co.kr/rd/rd.php?UID=2231050638
0,힐스테이트태전에듀포레2차(C11블록),아파트,월세,9/23,"5,000",99B,72,2107동,https://realestate.hankyung.com/naver-listing?UID=2232423477
1,힐스테이트태전에듀포레2차(C11블록),아파트,전세,11/17,"3억 5,000",98A,72,2101동,http://land.mk.co.kr/rd/rd.php?UID=2232413407
2,힐스테이트태전에듀포레2차(C11블록),아파트,전세,1/23,"3억 2,000",98A,72,2103동,http://land.mk.co.kr/rd/rd.php?UID=2232412976
3,힐스테이트태전에듀포레2차(C11블록),아파트,월세,1/23,1억,98A,72,2103동,http://land.mk.co.kr/rd/rd.php?UID=2232414213
4,힐스테이트태전에듀포레2차(C11블록),아파트,매매,12/19,6억,98A,72,2109동,http://homesdid.co.kr/rd.asp?UID=2232454352
5,힐스테이트태전에듀포레2차(C11블록),아파트,매매,5/23,7억,99B,72,2106동,http://homesdid.co.kr/rd.asp?UID=2232570751
6,힐스테이트태전에듀포레2차(C11블록),아파트,매매,1/23,"5억 3,000",98A,72,2103동,http://homesdid.co.kr/rd.asp?UID=2232150094
7,힐스테이트태전에듀포레2차(C11블록),아파트,매매,15/17,"5억 6,000",99B,72,2101동,http://www.serve.co.kr/naver/rd.asp?UID=2232061156
8,힐스테이트태전에듀포레2차(C11블록),아파트,전세,9/19,"3억 5,000",99B,72,2109동,http://land.mk.co.kr/rd/rd.php?UID=2231929663
9,힐스테이트태전에듀포레2차(C11블록),아파트,매매,11/23,6억,98A,72,2107동,http://land.mk.co.kr/rd/rd.php?UID=2231958149
10,힐스테이트태전에듀포레2차(C11블록),아파트,매매,20/23,"6억 7,000",98A,72,2107동,http://land.mk.co.kr/rd/rd.php?UID=2231527425
11,힐스테이트태전에듀포레2차(C11블록),아파트,전세,6/19,"3억 2,000",85A,62,2104동,http://land.mk.co.kr/rd/rd.php?UID=2231634255
12,힐스테이트태전에듀포레2차(C11블록),아파트,매매,고/23,"6억 2,000",85A,62,2103동,http://land.mk.co.kr/rd/rd.php?UID=2232410245
13,힐스테이트태전에듀포레2차(C11블록),아파트,전세,저/23,"3억 2,000",98A,72,2103동,http://land.mk.co.kr/rd/rd.php?UID=2232503073
14,힐스테이트태전에듀포레2차(C11블록),아파트,월세,저/23,"5,000",98A,72,2103동,http://land.mk.co.kr/rd/rd.php?UID=2232504428
15,힐스테이트태전에듀포레2차(C11블록),아파트,매매,14/20,"7억 9,000",113,84,2102동,http://land.mk.co.kr/rd/rd.php?UID=2231302712
16,힐스테이트태전에듀포레2차(C11블록),아파트,매매,고/19,5억,85A,62,2104동,https://www.rfine.kr/rd/rd.php?UID=2232388577
17,힐스테이트태전에듀포레2차(C11블록),아파트,매매,9/17,"4억 8,000",85B,62,2101동,http://www.neonet.co.kr/rd/rd.php?UID=2231182815
18,힐스테이트태전에듀포레2차(C11블록),아파트,매매,13/23,6억,98A,72,2103동,http://www.peterpanz.com/rd/rd.php?UID=2231418983
19,힐스테이트태전에듀포레2차(C11블록),아파트,전세,13/23,"4억 5,000",98A,72,2103동,http://www.peterpanz.com/rd/rd.php?UID=2231418894
0,e편한세상태전2차(C1블럭),아파트,매매,4/18,"6억 5,000",110A,84,101동,http://homesdid.co.kr/rd.asp?UID=2232510478
1,e편한세상태전2차(C1블럭),아파트,전세,4/18,"3억 5,000",110A,84,101동,http://www.neonet.co.kr/rd/rd.php?UID=2232480051
2,e편한세상태전2차(C1블럭),아파트,월세,14/19,1억,110A,84,103동,http://land.mk.co.kr/rd/rd.php?UID=2232514744
3,e편한세상태전2차(C1블럭),아파트,매매,3/19,"5억 9,000",110A,84,102동,http://www.neonet.co.kr/rd/rd.php?UID=2232481396
4,e편한세상태전2차(C1블럭),아파트,매매,7/17,7억,112C,84,106동,http://land.mk.co.kr/rd/rd.php?UID=2232390969
5,e편한세상태전2차(C1블럭),아파트,매매,15/19,7억,110A,84,103동,http://land.mk.co.kr/rd/rd.php?UID=2232091791
6,e편한세상태전2차(C1블럭),아파트,매매,14/19,"6억 2,000",110A,84,103동,http://www.neonet.co.kr/rd/rd.php?UID=2231686125
7,e편한세상태전2차(C1블럭),아파트,전세,중/15,"3억 5,000",110A,84,104동,https://www.rfine.kr/rd/rd.php?UID=2232483688
8,e편한세상태전2차(C1블럭),아파트,매매,중/15,"6억 5,000",110A,84,104동,http://homesdid.co.kr/rd.asp?UID=2232511064
9,e편한세상태전2차(C1블럭),아파트,전세,4/19,"3억 8,000",110A,84,103동,http://www.neonet.co.kr/rd/rd.php?UID=2231294227
10,e편한세상태전2차(C1블럭),아파트,매매,저/20,"6억 6,000",110A,84,105동,http://www.neonet.co.kr/rd/rd.php?UID=2231720962
11,e편한세상태전2차(C1블럭),아파트,매매,2/20,"6억 2,000",110A,84,105동,http://homesdid.co.kr/rd.asp?UID=2231143235
12,e편한세상태전2차(C1블럭),아파트,매매,15/19,"6억 5,000",110A,84,103동,http://land.mk.co.kr/rd/rd.php?UID=2231158103
13,e편한세상태전2차(C1블럭),아파트,매매,고/19,"6억 5,000",110A,84,103동,https://www.rfine.kr/rd/rd.php?UID=2231538591
14,e편한세상태전2차(C1블럭),아파트,매매,저/19,"6억 7,000",110A,84,103동,https://www.rfine.kr/rd/rd.php?UID=2231539865
15,e편한세상태전2차(C1블럭),아파트,매매,2/19,"6억 7,000",111,84,102동,http://land.mk.co.kr/rd/rd.php?UID=2230870200
16,e편한세상태전2차(C1블럭),아파트,월세,저/19,1억,110A,84,103동,http://www.neonet.co.kr/rd/rd.php?UID=2231292870
17,e편한세상태전2차(C1블럭),아파트,매매,4/18,7억,110A,84,101동,http://homesdid.co.kr/rd.asp?UID=2230525310
18,e편한세상태전2차(C1블럭),아파트,매매,14/15,"7억 5,000",110A,84,104동,http://land.mk.co.kr/rd/rd.php?UID=2231756387
19,e편한세상태전2차(C1블럭),아파트,매매,중/19,"6억 8,000",111,84,102동,http://land.mk.co.kr/rd/rd.php?UID=2231072257
0,e편한세상태전2차,아파트,매매,2/17,"7억 5,000",110A,84,205동,http://homesdid.co.kr/rd.asp?UID=2232528730
1,e편한세상태전2차,아파트,매매,1/17,"6억 5,000",110A,84,205동,http://land.mk.co.kr/rd/rd.php?UID=2232516676
2,e편한세상태전2차,아파트,전세,7/14,4억,110A,84,204동,http://land.mk.co.kr/rd/rd.php?UID=2232362760
3,e편한세상태전2차,아파트,매매,3/20,6억 500,111B,84,201동,http://homesdid.co.kr/rd.asp?UID=2232391201
4,e편한세상태전2차,아파트,매매,5/20,"6억 4,000",111C,84,201동,http://land.mk.co.kr/rd/rd.php?UID=2232199930
5,e편한세상태전2차,아파트,전세,12/17,"4억 3,000",110A,84,205동,https://www.rfine.kr/rd/rd.php?UID=2232079257
6,e편한세상태전2차,아파트,매매,13/17,"6억 5,000",110A,84,205동,https://www.rfine.kr/rd/rd.php?UID=2231947866
7,e편한세상태전2차,아파트,매매,6/19,"6억 5,000",111B,84,202동,http://land.mk.co.kr/rd/rd.php?UID=2231625283
8,e편한세상태전2차,아파트,전세,중/10,"4억 3,000",110A,84,203동,http://homesdid.co.kr/rd.asp?UID=2232528475
9,e편한세상태전2차,아파트,매매,7/20,"6억 7,000",111B,84,201동,http://land.mk.co.kr/rd/rd.php?UID=2231595472
10,e편한세상태전2차,아파트,매매,1/19,"7억 1,000",111B,84,202동,http://land.mk.co.kr/rd/rd.php?UID=2231459150
11,e편한세상태전2차,아파트,매매,1/14,"5억 8,000",110A,84,204동,http://www.serve.co.kr/naver/rd.asp?UID=2231189483
12,e편한세상태전2차,아파트,매매,중/20,"6억 7,000",111C,84,201동,http://land.mk.co.kr/rd/rd.php?UID=2231314393
13,e편한세상태전2차,아파트,매매,고/17,"7억 3,000",110A,84,205동,http://land.mk.co.kr/rd/rd.php?UID=2231444446
14,e편한세상태전2차,아파트,매매,저/19,"7억 2,000",111B,84,202동,http://land.mk.co.kr/rd/rd.php?UID=2231152813
15,e편한세상태전2차,아파트,매매,저/20,7억,111B,84,201동,http://www.neonet.co.kr/rd/rd.php?UID=2230727538
16,e편한세상태전2차,아파트,전세,고/19,"4억 6,000",111C,84,202동,http://homesdid.co.kr/rd.asp?UID=2230285026
17,e편한세상태전2차,아파트,매매,고/17,"7억 5,000",110A,84,205동,http://www.neonet.co.kr/rd/rd.php?UID=2230276120
18,e편한세상태전2차,아파트,매매,저/17,7억,110A,84,205동,http://www.neonet.co.kr/rd/rd.php?UID=2230059635
19,e편한세상태전2차,아파트,전세,4/14,"3억 6,000",110A,84,204동,https://www.r114.com/z/depot/public/ArticleFromNbp.r114?UID=2228916083
0,성원1단지,아파트,매매,7/20,"5억 2,000",105,84,108동,http://land.mk.co.kr/rd/rd.php?UID=2232518603
1,성원1단지,아파트,매매,12/17,"5억 3,000",105,84,103동,http://homesdid.co.kr/rd.asp?UID=2232391593
2,성원1단지,아파트,매매,17/20,"5억 2,000",105,84,105동,http://land.mk.co.kr/rd/rd.php?UID=2232300454
3,성원1단지,아파트,전세,13/20,3억,105,84,107동,http://www.neonet.co.kr/rd/rd.php?UID=2232021805
4,성원1단지,아파트,매매,중/20,"4억 9,000",125,101,104동,http://www.neonet.co.kr/rd/rd.php?UID=2232039054
5,성원1단지,아파트,전세,7/20,"2억 8,000",105,84,105동,http://land.mk.co.kr/rd/rd.php?UID=2232557777
6,성원1단지,아파트,매매,중/17,"3억 5,000",74,59,101동,http://www.neonet.co.kr/rd/rd.php?UID=2231688128
7,성원1단지,아파트,매매,17/20,"4억 6,000",105,84,108동,http://land.mk.co.kr/rd/rd.php?UID=2231076601
8,성원1단지,아파트,매매,중/17,"4억 8,000",105,84,103동,http://land.mk.co.kr/rd/rd.php?UID=2231316490
9,성원1단지,아파트,매매,9/18,"6억 2,000",166,134,106동,https://www.rfine.kr/rd/rd.php?UID=2230767980
10,성원1단지,아파트,매매,9/20,"4억 7,000",105,84,107동,https://www.rfine.kr/rd/rd.php?UID=2231983415
11,성원1단지,아파트,매매,5/17,"4억 1,000",74,59,102동,https://www.rfine.kr/rd/rd.php?UID=2230579815
12,성원1단지,아파트,매매,17/17,4억,74,59,102동,http://land.mk.co.kr/rd/rd.php?UID=2230512781
13,성원1단지,아파트,매매,4/20,"4억 5,000",105,84,105동,https://www.rfine.kr/rd/rd.php?UID=2230577160
14,성원1단지,아파트,매매,중/17,4억,74,59,102동,http://land.mk.co.kr/rd/rd.php?UID=2232127812
15,성원1단지,아파트,매매,1/20,"4억 2,000",105,84,107동,http://land.mk.co.kr/rd/rd.php?UID=2231644066
16,성원1단지,아파트,전세,18/18,4억,166,134,106동,http://land.mk.co.kr/rd/rd.php?UID=2231456540
17,성원1단지,아파트,매매,13/17,"4억 5,000",105,84,103동,http://land.mk.co.kr/rd/rd.php?UID=2231322767
18,성원1단지,아파트,매매,2/17,5억,105,84,103동,http://land.mk.co.kr/rd/rd.php?UID=2230212285
19,성원1단지,아파트,전세,저/20,3억,105,84,107동,http://land.mk.co.kr/rd/rd.php?UID=2231981811
0,태전효성해링턴플레이스,아파트,매매,4/20,"6억 1,000",99B,73,109동,http://homesdid.co.kr/rd.asp?UID=2232572226
1,태전효성해링턴플레이스,아파트,매매,7/20,"5억 3,000",113B,84,104동,http://land.mk.co.kr/rd/rd.php?UID=2232408488
2,태전효성해링턴플레이스,아파트,매매,10/20,"5억 8,000",113B,84,106동,http://www.neonet.co.kr/rd/rd.php?UID=2232204574
3,태전효성해링턴플레이스,아파트,매매,4/20,6억,113B,84,104동,http://land.mk.co.kr/rd/rd.php?UID=2232274558
4,태전효성해링턴플레이스,아파트,매매,2/20,"5억 8,000",113C,84,106동,http://www.serve.co.kr/naver/rd.asp?UID=2232221408
5,태전효성해링턴플레이스,아파트,매매,19/20,"5억 9,000",98A,73,102동,http://www.neonet.co.kr/rd/rd.php?UID=2232206721
6,태전효성해링턴플레이스,아파트,전세,8/17,"3억 7,000",112A,84,110동,http://www.serve.co.kr/naver/rd.asp?UID=2231693155
7,태전효성해링턴플레이스,아파트,월세,20/20,1억,112A,84,101동,http://land.mk.co.kr/rd/rd.php?UID=2231650486
8,태전효성해링턴플레이스,아파트,월세,저/20,1억,112A,84,103동,http://www.neonet.co.kr/rd/rd.php?UID=2232486526
9,태전효성해링턴플레이스,아파트,전세,7/20,"4억 5,000",113B,84,104동,http://land.mk.co.kr/rd/rd.php?UID=2231243716
10,태전효성해링턴플레이스,아파트,매매,15/20,"5억 8,000",98A,73,109동,http://www.serve.co.kr/naver/rd.asp?UID=2231200235
11,태전효성해링턴플레이스,아파트,전세,2/20,"3억 8,000",112A,84,104동,http://land.mk.co.kr/rd/rd.php?UID=2231347339
12,태전효성해링턴플레이스,아파트,매매,고/20,"6억 2,000",112A,84,101동,http://www.serve.co.kr/naver/rd.asp?UID=2232217162
13,태전효성해링턴플레이스,아파트,전세,저/20,4억,99B,73,109동,http://www.serve.co.kr/naver/rd.asp?UID=2232228323
14,태전효성해링턴플레이스,아파트,매매,고/20,6억,112A,84,103동,http://land.mk.co.kr/rd/rd.php?UID=2232267068
15,태전효성해링턴플레이스,아파트,매매,3/19,"6억 5,000",113B,84,107동,http://land.mk.co.kr/rd/rd.php?UID=2232124150
16,태전효성해링턴플레이스,아파트,매매,저/20,"5억 9,000",112A,84,103동,http://www.neonet.co.kr/rd/rd.php?UID=2231891508
17,태전효성해링턴플레이스,아파트,매매,고/20,"5억 3,000",99B,73,109동,http://www.neonet.co.kr/rd/rd.php?UID=2231754676
18,태전효성해링턴플레이스,아파트,매매,2/19,"5억 5,000",113C,84,107동,http://land.mk.co.kr/rd/rd.php?UID=2231012852
19,태전효성해링턴플레이스,아파트,매매,고/20,"6억 1,000",112A,84,101동,http://land.mk.co.kr/rd/rd.php?UID=2231651617
0,쌍용스윗닷홈2단지,아파트,전세,2/9,"2억 6,000",93,73,204동,http://land.mk.co.kr/rd/rd.php?UID=2232319305
1,쌍용스윗닷홈2단지,아파트,월세,8/8,"8,000",93,73,206동,http://www.neonet.co.kr/rd/rd.php?UID=2231624299
2,쌍용스윗닷홈2단지,아파트,전세,4/15,"3억 3,000",105,84,203동,http://land.mk.co.kr/rd/rd.php?UID=2231321480
3,쌍용스윗닷홈2단지,아파트,월세,7/15,"5,000",105,84,201동,http://land.mk.co.kr/rd/rd.php?UID=2231318085
4,쌍용스윗닷홈2단지,아파트,월세,중/9,"1억 8,000",93,73,204동,http://land.mk.co.kr/rd/rd.php?UID=2232093417
5,쌍용스윗닷홈2단지,아파트,전세,8/15,"2억 8,000",105,84,207동,http://land.mk.co.kr/rd/rd.php?UID=2232492892
6,쌍용스윗닷홈2단지,아파트,매매,12/15,"4억 5,000",105,84,207동,http://homesdid.co.kr/rd.asp?UID=2231145073
7,쌍용스윗닷홈2단지,아파트,매매,4/15,"4억 5,000",105,84,205동,http://www.serve.co.kr/naver/rd.asp?UID=2232169696
8,쌍용스윗닷홈2단지,아파트,전세,14/15,3억,105,84,205동,http://ten.co.kr/rd/rd.asp?UID=2232067443
9,쌍용스윗닷홈2단지,아파트,매매,6/15,"4억 7,000",105,84,207동,https://www.rfine.kr/rd/rd.php?UID=2231731027
10,쌍용스윗닷홈2단지,아파트,매매,3/15,"4억 5,000",105,84,207동,http://ten.co.kr/rd/rd.asp?UID=2231381287
11,쌍용스윗닷홈2단지,아파트,매매,고/15,"4억 6,000",105,84,207동,https://www.rfine.kr/rd/rd.php?UID=2231050502
12,쌍용스윗닷홈2단지,아파트,매매,중/13,"4억 5,000",93,73,202동,http://www.neonet.co.kr/rd/rd.php?UID=2230777523
13,쌍용스윗닷홈2단지,아파트,매매,15/15,"4억 8,000",105,84,205동,http://land.mk.co.kr/rd/rd.php?UID=2229636527
14,쌍용스윗닷홈2단지,아파트,매매,4/9,"4억 1,000",93,73,204동,http://homesdid.co.kr/rd.asp?UID=2231134952
15,쌍용스윗닷홈2단지,아파트,매매,8/15,"4억 1,000",105,84,207동,http://land.mk.co.kr/rd/rd.php?UID=2230814420
16,쌍용스윗닷홈2단지,아파트,매매,중/15,"4억 8,500",105,84,201동,https://www.rfine.kr/rd/rd.php?UID=2231010494
17,쌍용스윗닷홈2단지,아파트,매매,고/15,"4억 9,000",105,84,207동,https://www.rfine.kr/rd/rd.php?UID=2231006789
18,쌍용스윗닷홈2단지,아파트,매매,중/15,"4억 7,000",105,84,207동,https://www.rfine.kr/rd/rd.php?UID=2231012764
19,쌍용스윗닷홈2단지,아파트,매매,저/15,"5억 4,500",105,84,201동,https://www.rfine.kr/rd/rd.php?UID=2228723789
0,힐스테이트태전(5지구C5블럭),아파트,전세,6/20,3억,81A,59,1512동,http://www.neonet.co.kr/rd/rd.php?UID=2232459818
1,힐스테이트태전(5지구C5블럭),아파트,매매,5/22,"7억 1,000",114C,84,1510동,http://land.mk.co.kr/rd/rd.php?UID=2232545975
2,힐스테이트태전(5지구C5블럭),아파트,매매,17/19,6억,98A,72,1509동,http://land.mk.co.kr/rd/rd.php?UID=2232503886
3,힐스테이트태전(5지구C5블럭),아파트,매매,2/21,"5억 7,000",98D,72,1514동,http://land.mk.co.kr/rd/rd.php?UID=2232507675
4,힐스테이트태전(5지구C5블럭),아파트,매매,3/21,6억,98D,72,1514동,http://land.mk.co.kr/rd/rd.php?UID=2232502690
5,힐스테이트태전(5지구C5블럭),아파트,매매,22/22,7억,114B,84,1511동,http://land.mk.co.kr/rd/rd.php?UID=2232506272
6,힐스테이트태전(5지구C5블럭),아파트,전세,5/22,"4억 1,000",114C,84,1510동,https://www.rfine.kr/rd/rd.php?UID=2232464714
7,힐스테이트태전(5지구C5블럭),아파트,전세,4/19,"3억 6,000",87A,64,1509동,http://www.neonet.co.kr/rd/rd.php?UID=2232420466
8,힐스테이트태전(5지구C5블럭),아파트,전세,19/19,"3억 5,000",98A,72,1509동,http://land.mk.co.kr/rd/rd.php?UID=2232278771
9,힐스테이트태전(5지구C5블럭),아파트,매매,17/20,"5억 5,000",81A,59,1512동,http://land.mk.co.kr/rd/rd.php?UID=2232270603
10,힐스테이트태전(5지구C5블럭),아파트,전세,19/22,"3억 5,000",98C,72,1508동,https://www.rfine.kr/rd/rd.php?UID=2232034770
11,힐스테이트태전(5지구C5블럭),아파트,월세,14/22,2억,114C,84,1510동,http://land.mk.co.kr/rd/rd.php?UID=2232114048
12,힐스테이트태전(5지구C5블럭),아파트,매매,14/22,"6억 2,000",98C,72,1508동,http://www.neonet.co.kr/rd/rd.php?UID=2231523202
13,힐스테이트태전(5지구C5블럭),아파트,매매,중/22,"6억 7,000",114B,84,1511동,https://www.rfine.kr/rd/rd.php?UID=2232460413
14,힐스테이트태전(5지구C5블럭),아파트,전세,고/20,4억,98A,72,1512동,https://www.rfine.kr/rd/rd.php?UID=2232459058
15,힐스테이트태전(5지구C5블럭),아파트,매매,고/22,"7억 2,000",114C,84,1510동,https://www.rfine.kr/rd/rd.php?UID=2232466295
16,힐스테이트태전(5지구C5블럭),아파트,매매,중/22,"5억 7,000",98B,72,1508동,http://land.mk.co.kr/rd/rd.php?UID=2232478363
17,힐스테이트태전(5지구C5블럭),아파트,매매,13/22,"7억 8,000",114C,84,1510동,http://land.mk.co.kr/rd/rd.php?UID=2231409127
18,힐스테이트태전(5지구C5블럭),아파트,전세,13/22,5억,114C,84,1510동,http://land.mk.co.kr/rd/rd.php?UID=2231444766
19,힐스테이트태전(5지구C5블럭),아파트,매매,고/21,6억,98B,72,1507동,https://www.rfine.kr/rd/rd.php?UID=2232375589
0,힐스테이트태전(6지구C7블럭),아파트,매매,8/13,"5억 8,000",81A,59,1607동,https://realestate.hankyung.com/naver-listing?UID=2232426594
1,힐스테이트태전(6지구C7블럭),아파트,매매,18/23,7억,98D,72,1603동,https://www.rfine.kr/rd/rd.php?UID=2232491075
2,힐스테이트태전(6지구C7블럭),아파트,월세,11/13,"3,000",81B,59,1606동,http://land.mk.co.kr/rd/rd.php?UID=2232206859
3,힐스테이트태전(6지구C7블럭),아파트,매매,2/13,6억,81A,59,1607동,http://www.neonet.co.kr/rd/rd.php?UID=2232398940
4,힐스테이트태전(6지구C7블럭),아파트,매매,17/23,"5억 6,000",98D,72,1601동,http://www.neonet.co.kr/rd/rd.php?UID=2232346445
5,힐스테이트태전(6지구C7블럭),아파트,매매,13/23,"8억 5,000",113A,84,1604동,http://www.neonet.co.kr/rd/rd.php?UID=2232262569
6,힐스테이트태전(6지구C7블럭),아파트,전세,17/23,"5억 3,000",113A,84,1604동,http://land.mk.co.kr/rd/rd.php?UID=2232285589
7,힐스테이트태전(6지구C7블럭),아파트,월세,19/23,1억,98B,72,1602동,https://realestate.hankyung.com/naver-listing?UID=2232395676
8,힐스테이트태전(6지구C7블럭),아파트,월세,17/23,2억,113A,84,1604동,http://homesdid.co.kr/rd.asp?UID=2232087936
9,힐스테이트태전(6지구C7블럭),아파트,매매,4/20,"4억 8,000",81A,59,1608동,http://land.mk.co.kr/rd/rd.php?UID=2232045298
10,힐스테이트태전(6지구C7블럭),아파트,전세,21/23,"3억 5,000",98D,72,1603동,https://realestate.hankyung.com/naver-listing?UID=2232096602
11,힐스테이트태전(6지구C7블럭),아파트,매매,21/23,5억,98D,72,1603동,https://realestate.hankyung.com/naver-listing?UID=2232091139
12,힐스테이트태전(6지구C7블럭),아파트,매매,10/23,6억,98B,72,1602동,http://www.neonet.co.kr/rd/rd.php?UID=2231907178
13,힐스테이트태전(6지구C7블럭),아파트,전세,18/23,"3억 5,000",98B,72,1603동,http://land.mk.co.kr/rd/rd.php?UID=2231889281
14,힐스테이트태전(6지구C7블럭),아파트,전세,20/23,"5억 3,000",114C,84,1605동,http://land.mk.co.kr/rd/rd.php?UID=2231980499
15,힐스테이트태전(6지구C7블럭),아파트,월세,20/23,2억,114C,84,1605동,http://land.mk.co.kr/rd/rd.php?UID=2231990911
16,힐스테이트태전(6지구C7블럭),아파트,매매,1/23,8억,114C,84,1605동,https://www.rfine.kr/rd/rd.php?UID=2231562102
17,힐스테이트태전(6지구C7블럭),아파트,전세,저/23,"4억 1,000",98B,72,1601동,http://homesdid.co.kr/rd.asp?UID=2232553965
18,힐스테이트태전(6지구C7블럭),아파트,월세,2/20,"1억 5,000",88A,64,1608동,http://land.mk.co.kr/rd/rd.php?UID=2231592612
19,힐스테이트태전(6지구C7블럭),아파트,매매,8/23,"7억 9,000",113A,84,1604동,https://realestate.hankyung.com/naver-listing?UID=2231452843
